description,name,link,link_text,lng,lat
Site 6 (UV/H2O2 + MAR),"Basel-Lange Erlen, CH (site 6)",http://www.aquanes-h2020.eu/Default.aspx?t=1663,http://www.aquanes-h2020.eu,7.620065,47.573639
