description,name,link,link_text,lng,lat
"Site 12 (CAS + soil / wetland)","Berlin-Schönerlinde(Germany)","http://www.aquanes-h2020.eu/Default.aspx?t=1666","http://www.aquanes-h2020.eu",13.421939,52.663773
